Design_id|Locarno_class
625573|24-01
625575|07-02
625575|31-00
625576|13-03
625593|14-01
625594|14-04
625595|14-04
625596|14-04
625597|14-04
625598|14-04
625599|14-04
625600|14-04
625601|14-04
625602|14-04
625603|14-04
625604|14-04
625605|14-04
625606|14-04
625607|14-04
625608|14-04
625609|14-04
625610|06-06
625611|06-06
625612|28-03
625613|28-03
625614|06-06
625616|16-05
625617|08-99
625626|28-03
625630|32-00
625631|32-00
625632|32-00
625633|32-00
625634|32-00
625635|32-00
625636|32-00
625637|32-00
625638|32-00
625639|32-00
625640|32-00
625641|32-00
625642|32-00
625643|32-00
625644|32-00
625645|32-00
625646|32-00
625647|32-00
625648|32-00
625649|32-00
625650|32-00
625651|32-00
625652|32-00
625653|32-00
625654|32-00
625655|32-00
625656|32-00
625657|32-00
625658|32-00
625659|32-00
625660|32-00
625661|32-00
625662|32-00
625663|32-00
625664|32-00
625665|32-00
625666|32-00
625667|32-00
625668|32-00
625669|32-00
625670|32-00
625671|32-00
625672|32-00
625674|07-02
625675|07-02
625677|14-04
625678|14-04
625679|14-04
625680|14-04
625681|14-04
625682|14-04
625683|14-04
625684|14-04
625685|14-04
625686|14-04
625687|14-04
625688|14-04
625689|14-04
625690|14-04
625691|14-04
625692|14-04
625693|14-04
625694|14-04
625695|14-04
625696|14-04
625697|14-04
625698|14-04
625699|14-04
625700|14-04
625701|14-04
625702|14-04
625703|14-04
625704|14-04
625705|14-04
625706|14-04
625707|14-04
625708|14-04
625709|14-04
625710|14-03
625711|14-03
625712|14-04
625713|14-04
625714|14-04
625715|14-04
625716|14-04
625717|14-04
625718|14-04
625719|14-04
625720|14-03
625721|14-03
625722|14-03
625723|14-03
625724|14-03
625725|14-03
625726|14-03
625727|14-03
625728|14-03
625729|14-03
625730|14-03
625731|14-03
625732|14-04
625733|14-04
625734|14-04
625735|14-04
625736|14-04
625737|14-04
625738|14-04
625739|14-04
625740|14-04
625741|14-04
625742|14-04
625743|14-04
625744|14-04
625745|14-04
625746|14-04
625747|14-04
625748|14-04
625749|14-04
625750|14-04
625751|14-04
625752|14-04
625753|14-04
625754|14-04
625755|14-04
625767|15-07
625768|15-07
625769|32-00
625770|32-00
625771|32-00
625772|32-00
625773|32-00
625774|32-00
625775|32-00
625776|32-00
625777|32-00
625778|32-00
625779|32-00
625780|32-00
625781|32-00
625782|32-00
625783|32-00
625784|32-00
625785|32-00
625786|32-00
625787|32-00
625788|32-00
625789|32-00
625790|32-00
625791|32-00
625792|32-00
625793|32-00
625794|32-00
625795|32-00
625796|32-00
625797|32-00
625798|32-00
625799|32-00
625800|32-00
625801|32-00
625802|32-00
625803|32-00
625804|32-00
625896|26-05
625901|09-03
625902|09-03
625903|09-03
625904|09-03
625921|02-02
625922|09-01
625928|09-01
625929|09-01
625930|02-02
625931|09-01
625938|03-01
625939|14-04
625940|14-04
625941|14-04
625942|14-04
625943|14-04
625944|14-04
625945|14-04
625946|14-04
625947|14-04
625948|14-04
625949|14-04
625950|14-04
625951|14-04
625952|14-04
625953|14-04
625954|14-04
625955|14-04
625956|14-04
625957|14-04
625958|14-04
625959|14-04
625960|14-04
625961|26-06
625975|07-02
625976|07-02
625977|07-02
625978|07-02
625979|07-02
625980|07-02
625981|07-02
625982|07-02
625983|07-02
625984|07-02
625985|07-02
625986|07-02
625987|07-02
625988|07-02
625989|07-02
625990|07-02
626021|19-02
626022|19-02
626023|19-06
626024|19-06
626025|13-02
626026|28-03
626027|14-03
626028|14-03
626029|14-03
626030|14-03
626034|25-01
626035|25-01
626036|25-01
626037|25-01
626038|25-01
626039|25-01
626040|25-01
626041|25-01
626042|25-01
626045|02-01
626045|02-06
626048|23-04
626052|09-01
626054|16-06
626055|16-06
626056|16-06
626057|16-01
626058|16-01
626059|16-01
626060|16-01
626061|16-01
626062|16-01
626063|16-01
626064|16-01
626065|16-01
626066|16-01
626067|16-01
626068|16-01
626069|16-01
626070|16-01
626071|16-01
626072|16-01
626073|09-01
626073|23-02
626074|12-07
626074|12-16
626075|12-07
626076|12-07
626077|12-07
626078|12-07
626079|12-07
626079|12-16
626080|12-07
626081|12-07
626081|12-16
626082|12-07
626083|12-07
626084|12-07
626085|12-07
626086|12-07
626087|12-07
626088|12-07
626089|14-02
626090|19-02
626091|14-02
626092|14-99
626093|14-03
626094|14-02
626095|14-02
626096|14-02
626097|14-02
626098|14-02
626099|14-02
626100|16-02
626101|14-02
626102|14-01
626103|14-01
626109|16-01
626110|16-01
626111|16-01
626112|16-01
626113|16-01
626114|16-01
626115|16-01
626116|16-01
626118|14-99
626123|13-03
626124|14-03
626125|03-01
626131|20-02
626134|02-03
626135|02-03
626136|10-05
626137|15-04
626138|15-04
626139|15-04
626140|15-04
626141|15-04
626142|15-04
626143|15-04
626144|15-04
626148|24-02
626163|14-03
626164|14-03
626165|14-03
626166|14-03
626167|14-03
626168|14-03
626169|14-03
626170|14-03
626171|14-03
626172|14-03
626173|14-03
626174|14-03
626175|14-03
626176|14-03
626177|14-03
626179|15-09
626180|15-09
626224|08-08
626225|08-08
626226|08-08
626227|08-08
626231|09-03
626232|06-06
626233|06-06
626234|06-06
626235|06-06
626236|14-03
626237|14-03
626238|14-03
626239|14-03
626240|14-03
626241|19-02
626242|19-02
626243|03-01
626244|03-01
626245|09-01
626246|09-01
626247|03-01
626248|03-01
626250|12-05
626252|09-03
626253|09-03
626254|09-03
626255|09-03
626257|23-03
626258|23-03
626259|23-03
626260|23-03
626261|23-03
626262|23-03
626263|23-03
626268|14-03
626269|14-03
626270|14-03
626271|14-03
626277|09-01
626278|09-01
626279|09-01
626280|09-01
626281|09-01
626282|09-01
626283|09-01
626284|09-01
626285|09-01
626286|09-01
626293|14-02
626295|14-01
626296|14-01
626312|15-04
626313|15-04
626314|15-04
626315|15-04
626316|15-04
626317|15-04
626318|15-04
626319|15-04
626330|24-02
626331|24-02
626332|24-02
626333|24-02
626334|14-03
626335|14-03
626347|16-02
626348|16-02
626349|16-01
626350|31-00
626351|31-00
626352|31-00
626361|14-02
626362|14-02
626363|14-02
626364|14-02
626365|14-02
626366|14-02
626401|14-02
626421|14-02
626422|14-02
626423|14-02
626452|14-04
626453|14-04
626454|13-02
626455|13-02
626463|19-08
626464|19-08
626465|19-08
626466|19-08
626467|19-08
626468|19-08
626469|19-08
626470|19-08
626471|19-08
626472|19-08
626473|19-08
626474|19-08
626475|19-08
626476|19-08
626477|19-08
626478|19-08
626479|19-08
626480|19-08
626481|19-08
626482|19-08
626483|19-08
626484|19-08
626485|19-08
626486|19-08
626487|19-08
626488|19-08
626489|19-08
626490|19-08
626491|19-08
626492|19-08
626493|19-08
626494|19-08
626495|19-08
626521|14-04
626522|14-04
626527|15-02
626528|19-02
626529|19-02
626530|19-02
626534|12-08
626536|16-01
626537|16-01
626538|16-01
626541|21-01
626542|21-01
626543|21-01
626544|21-01
626545|21-01
626547|14-03
626548|14-03
626549|13-03
626550|14-01
626551|19-02
626552|24-04
626553|24-04
626554|24-04
626555|24-04
626556|24-04
626557|24-04
626558|24-04
626559|24-04
626560|24-04
626561|07-02
626588|32-00
626653|15-09
626675|07-05
626676|07-05
626677|07-05
626678|07-05
626679|07-05
626686|07-02
626709|07-05
626719|15-05
626741|15-07
626742|15-07
626745|24-02
626757|12-16
626758|12-16
626782|26-05
626783|14-01
626785|14-02
626794|14-02
626795|19-08
626796|14-03
626797|14-02
626799|14-03
626803|09-07
626804|09-07
626805|09-07
626806|09-07
626807|09-07
626808|09-07
626809|09-07
626810|09-07
626811|09-01
626812|09-01
626813|09-01
626814|09-01
626815|09-01
626816|09-01
626817|09-01
626818|09-01
626819|09-01
626820|09-01
626821|09-01
626822|09-01
626823|09-01
626824|09-01
626825|09-01
626826|09-01
626946|02-07
626948|24-01
626949|24-01
626950|24-01
626951|24-01
626952|24-01
626953|24-01
626954|24-01
626955|24-01
626956|24-01
626957|24-01
626958|24-01
626989|14-02
626990|14-02
626991|14-02
626992|20-03
626993|20-03
626994|20-03
626995|20-03
626996|20-03
626997|20-03
627011|03-01
627012|03-01
627013|14-03
627014|14-04
627015|14-04
627016|14-04
627025|14-04
627026|14-04
627027|14-04
627031|03-01
627032|03-01
627033|03-01
627034|04-02
627035|14-03
627052|14-03
627053|14-01
627054|21-01
627055|21-01
627056|21-01
627057|21-01
627058|21-01
627059|21-01
627060|21-01
627061|21-01
627062|21-01
627063|21-01
627064|21-01
627065|21-01
627066|23-04
627067|23-04
627068|23-04
627095|15-01
627096|14-03
627097|14-02
627129|10-04
627130|10-04
627142|23-01
627160|03-01
627163|09-09
627164|09-09
627165|09-09
627166|09-09
627167|09-09
627168|09-09
627169|13-02
627170|14-01
627171|11-01
627172|03-01
627173|14-04
627174|14-04
627175|14-04
627179|24-02
627180|24-02
627182|07-02
627183|07-02
627184|07-02
627188|31-00
627189|31-00
627228|14-03
627231|14-02
627232|14-02
627233|14-02
627234|14-02
627235|14-03
627236|14-03
627237|14-03
627238|14-03
627239|14-03
627240|14-03
627241|03-01
627242|14-02
627243|14-03
627244|14-03
627245|14-03
627246|14-03
627249|14-02
627250|14-02
627251|03-01
627252|03-01
627253|14-03
627254|14-02
627255|14-02
627256|14-02
627257|14-02
627258|14-02
627259|14-02
627260|14-02
627261|14-02
627262|14-02
627263|14-02
627264|14-02
627265|14-03
627266|14-02
627273|14-04
627274|14-04
627275|07-02
627276|07-02
627277|07-02
627281|10-02
627282|10-02
627283|07-02
627284|07-02
627285|07-04
627401|09-01
627402|09-01
627403|09-01
627404|09-01
627405|09-01
627406|09-01
627407|09-01
627408|09-01
627409|09-01
627410|09-01
627411|09-01
627412|09-01
627413|09-01
627414|09-01
627415|09-01
627416|09-01
627417|09-01
627418|09-01
627419|09-01
627420|09-01
627421|09-01
627422|09-01
627423|09-01
627532|07-02
627533|07-02
627534|07-02
627535|07-02
627536|14-02
627537|14-02
627538|14-02
627539|14-02
627540|14-02
627541|14-02
627542|16-05
627558|14-02
627559|14-02
627560|14-02
627562|14-02
627563|14-02
627564|14-02
627565|14-02
627566|14-02
627583|19-02
627584|19-02
627624|08-05
627625|08-05
627626|14-02
627626|14-03
627652|14-02
627653|08-03
627659|04-02
627660|05-06
627661|05-06
627662|05-06
627663|04-02
627664|03-01
627665|03-01
627666|03-01
627667|14-04
627668|14-04
627669|14-04
627670|14-04
627671|14-04
627672|14-04
627673|14-04
627674|14-04
627675|14-04
627676|14-04
627677|14-04
627678|14-04
627679|14-04
627680|14-04
627681|14-04
627682|14-04
627683|14-04
627684|14-04
627685|14-04
627686|14-04
627687|14-04
627688|14-04
627690|14-02
627691|14-02
627692|14-02
627693|14-02
627694|14-02
627695|14-02
627696|14-02
627697|14-02
627701|16-01
627702|16-05
627703|16-01
627704|16-01
627705|16-01
627706|16-01
627707|10-05
627708|10-05
627709|10-05
627711|09-05
627712|09-05
627713|09-05
627732|07-02
627734|07-02
627735|07-02
627736|14-03
627737|14-03
627738|14-03
627739|14-03
627740|14-02
627741|14-02
627742|14-02
627743|14-02
627744|14-03
627745|14-03
627746|14-03
627747|14-03
627748|14-03
627749|14-03
627750|14-03
627751|14-03
627752|14-03
627753|14-03
627754|14-03
627755|14-03
627756|14-03
627757|14-03
627758|14-03
627759|14-03
627760|14-03
627761|14-02
627762|14-02
627763|14-02
627764|14-02
627775|15-99
627776|15-99
627777|15-99
627778|15-99
627779|15-99
627780|03-01
627781|14-02
627782|03-01
627803|03-01
627807|14-01
627808|15-05
627809|15-05
627810|15-05
627811|15-05
627812|15-05
627813|15-05
627814|15-05
627815|15-05
627816|15-05
627817|15-05
627818|15-05
627819|15-05
627820|15-05
627821|15-05
627822|15-05
627823|15-05
627824|15-05
627825|15-05
627826|15-05
627827|15-05
627828|15-05
627829|07-02
627830|07-02
627831|07-02
627832|07-02
627833|07-02
627834|07-02
627835|07-02
627836|07-02
627837|07-02
627838|07-02
627839|07-02
627840|07-02
627841|07-02
627842|07-02
627843|07-02
627844|07-02
627845|07-02
627846|07-02
627847|07-02
627848|07-02
627859|03-01
627860|03-01
627861|03-01
627862|14-03
627863|03-01
627864|13-02
627865|14-02
627866|23-04
627867|23-04
627868|23-04
627869|23-04
627870|23-04
627871|23-04
627872|23-04
627873|23-04
627874|23-04
627875|23-04
627879|07-02
627880|07-02
627881|07-02
627882|07-02
627883|07-02
627884|07-02
627887|14-02
627888|14-02
627889|14-02
627897|14-01
627898|14-01
627906|15-99
627907|14-01
627908|14-01
627953|14-04
627954|14-04
627955|15-07
627956|14-03
627960|06-04
627961|06-06
627962|06-06
627963|17-01
627964|17-01
627965|09-99
627966|09-99
627967|09-99
627976|14-01
627977|14-01
627978|14-02
627979|14-01
627980|14-01
627981|14-01
627982|14-01
627983|14-01
627984|14-01
627985|14-01
627986|14-01
627987|14-01
627988|14-01
627989|14-01
627990|14-03
627991|14-99
627992|14-99
627993|14-03
627994|14-03
627995|14-03
627996|14-03
627997|14-03
627998|14-99
627999|14-01
628000|20-02
628003|09-03
628004|03-01
628019|12-02
628020|06-01
628021|23-01
628022|23-01
628023|23-01
628077|14-01
628078|14-01
628079|14-01
628081|21-01
628082|21-01
628083|21-01
628084|21-01
628085|21-01
628086|21-01
628087|21-01
628088|21-01
628089|21-01
628090|21-01
628106|14-01
628107|14-01
628108|14-01
628109|14-01
628110|14-01
628111|14-01
628112|14-01
628154|09-01
628155|09-01
628156|09-01
628157|09-01
628160|14-04
628161|14-04
628162|14-04
628163|14-04
628164|14-04
628165|14-04
628166|14-04
628167|14-04
628168|14-04
628169|14-04
628170|14-04
628171|14-04
628172|14-04
628173|14-04
628174|14-04
628175|14-04
628176|14-04
628177|14-04
628178|14-04
628179|14-04
628180|14-04
628181|14-04
628182|14-04
628183|14-04
628184|14-04
628185|14-04
628186|14-04
628187|14-04
628188|14-04
628189|14-04
628190|14-04
628191|14-04
628192|14-04
628193|14-04
628194|14-04
628195|14-04
628196|14-04
628197|14-04
628198|14-04
628199|14-04
628200|14-04
628201|14-04
628202|14-04
628203|14-04
628204|14-04
628205|32-00
628206|14-04
628207|14-04
628208|14-04
628209|14-04
628210|31-00
628211|31-00
628212|31-00
628213|31-00
628214|31-00
628215|31-00
628216|14-02
628217|14-02
628218|14-02
628219|14-02
628220|16-01
628221|16-01
628222|16-01
628223|14-03
628224|14-03
628225|26-05
628226|26-05
628227|15-05
628228|08-05
628241|12-08
628242|12-08
628243|12-08
628244|12-08
628245|12-08
628246|12-08
628247|12-08
628248|12-08
628249|12-08
628250|12-08
628251|12-08
628252|12-08
628253|12-08
628254|12-08
628255|12-08
628256|12-08
628257|12-08
628258|12-08
628259|12-08
628260|12-08
628261|12-08
628262|12-08
628263|12-08
628264|12-08
628265|12-08
628266|12-08
628267|12-08
628268|12-08
628269|12-08
628270|12-08
628271|12-08
628272|12-08
628273|12-08
628274|12-08
628275|12-08
628276|12-08
628277|12-08
628278|12-08
628279|12-08
628280|12-08
628281|12-08
628282|12-08
628283|12-08
628284|12-08
628285|12-08
628286|12-08
628287|12-08
628288|12-08
628289|12-08
628290|12-08
628291|12-08
628293|12-16
628294|12-16
628295|12-16
628296|12-16
628297|12-16
628298|12-16
628299|12-16
628300|12-16
628301|12-16
628302|12-16
628303|12-16
628304|12-16
628305|12-16
628306|12-16
628307|12-16
628308|12-16
628309|12-16
628310|12-16
628311|12-16
628312|12-16
628313|12-16
628314|12-16
628315|12-16
628316|12-16
628317|12-16
628318|12-16
628319|12-16
628320|12-16
628321|12-16
628322|12-16
628323|12-16
628324|12-16
628325|12-16
628326|12-16
628327|12-16
628328|12-16
628329|12-16
628330|12-16
628331|12-16
628332|12-16
628333|12-16
628334|12-16
628335|12-16
628336|12-16
628337|12-16
628338|12-16
628339|12-16
628340|12-16
628341|12-16
628342|12-16
628343|12-16
628344|12-16
628345|12-16
628346|12-16
628347|12-16
628348|12-16
628349|12-16
628350|12-16
628351|12-16
628352|12-16
628353|12-16
628354|12-16
628355|12-16
628356|12-16
628357|12-16
628358|12-16
628359|12-16
628360|12-16
628361|12-16
628362|12-16
628363|12-16
628364|12-16
628365|12-16
628366|12-16
628367|12-16
628368|12-16
628369|12-16
628370|12-16
628371|12-16
628372|12-16
628373|12-16
628374|12-16
628379|14-04
628380|14-04
628381|10-05
628381|14-02
628384|14-03
628385|14-02
628386|14-02
628387|14-03
628388|14-03
628389|14-02
628390|14-03
628391|14-03
628392|14-03
628393|14-03
628394|14-03
628395|14-03
628396|14-03
628397|14-03
628402|19-08
628403|19-08
628404|19-08
628405|19-08
628447|09-01
628450|24-01
628451|24-01
628452|24-01
628453|14-03
628454|14-02
628455|14-03
628456|14-03
628457|14-03
628458|14-03
628459|14-03
628460|14-03
628461|14-03
628519|03-01
628520|15-05
628521|15-05
628522|15-02
628523|15-02
628527|26-04
628528|26-04
628531|13-03
628532|13-03
628551|14-02
628555|14-02
628556|14-02
628563|26-04
628564|26-04
628565|07-02
628566|07-02
628567|07-02
628569|14-04
628570|14-04
628571|14-04
628572|14-04
628573|14-04
628574|14-04
628575|14-04
628576|14-04
